;reaction_id;flux_value;classification;y_f;y_r;c_value
533;UDP-N-acetyl-D-glucosamine 2-epimerase [c];0.0;moderate;0.0;0.0;0.3576907889418632
534;Adenosine 3',5'-bisphosphate 3'-phosphohydrolase [c];1.0;low;0.0;0.0;
535;Phosphoenolpyruvate:glycerone phosphotransferase [c];0.0;low;1.0;0.0;
536;CoA:apo-[acyl-carrier-protein] pantetheinephosphotransferase [c];0.0;moderate;0.0;0.0;0.2760270919119187
537;sn-Glycerol-3-phosphate:NAD+ 2-oxidoreductase [c];0.0;low;1.0;0.0;
538;R07604 [c];0.0;low;1.0;0.0;
539;ATP:dUDP phosphotransferase [c];2.0;high;1.0;0.0;1.1253177243083452
540;UDP-N-acetylmuramate:L-alanine ligase (ADP-forming) [c];0.0;moderate;0.0;0.0;0.1521779128465207
541;Butanoyl-CoA:oxygen 2-oxidoreductase [c];-1.0;moderate;0.0;1.0;0.5276378124934911
542;IMP 1,2-hydrolase (decyclizing) [c];0.0;low;1.0;0.0;
543;3'-Phospho-5'-adenylyl sulfate 3'-phosphohydrolase [c];0.0;low;1.0;0.0;
544;2-Phospho-D-glycerate 2,3-phosphomutase [c];5.0;moderate;1.0;0.0;0.2106865181503799
545;Poly(glycerol-phosphate) alpha-glucosyltransferase [c];0.0;high;0.0;0.0;1.1015221062842442
546;methionyl aminopeptidase [c];0.0;moderate;0.0;0.0;0.4029379144930443
547;Formate:tetrahydrofolate ligase (ADP-forming) [c];0.0;moderate;0.0;0.0;0.3754384743826193
548;NADH:hydrogen-peroxide oxidoreductase [c];1.0;high;1.0;0.0;1.160154173688453
549;acyl-CoA dehydrogenase (decanoyl-CoA) [c];-1.0;moderate;0.0;1.0;0.5276378124934911
550;fatty-acid--CoA ligase (hexadecenoate), peroxisomal [c];0.0;low;1.0;0.0;
551;Nicotinamide amidohydrolase [c];0.0;low;1.0;0.0;
552;S-(hydroxymethyl)glutathione:NADP+ oxidoreductase [c];1000.0;high;1.0;0.0;1.113553008440311
553;5-carboxyamino-1-(5-phospho-D-ribosyl)imidazole carboxymutase [c];0.0;low;1.0;0.0;
554;UTP:L-glutamine amido-ligase (ADP-forming) [c];1.0;high;1.0;0.0;1.1457030620342332
555;L-Isoleucine:NAD+ oxidoreductase(deaminating) [c];0.0;low;1.0;0.0;
556;L-cysteinylglycine dipeptidase [c];1.0;low;0.0;0.0;
557;2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl) dihydropteridine triphosphate phosphohydrolase (alkaline optimum) [c];0.0;low;1.0;0.0;
558;GDP:D-mannose-1-phosphate guanylyltransferase [c];0.0;high;0.0;0.0;1.015241536884968
559;3-Phospho-D-glyceroyl phosphate phosphohydrolase [c];0.0;low;1.0;0.0;
560;ATP:IDP phosphotransferase [c];-3.0;high;0.0;1.0;1.1253177243083452
561;Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C14:0) [c];0.0;low;1.0;0.0;
562;11-methyl-3-oxo-dodecanoyl-ACP:NADP+ oxidoreductase [c];0.0;low;1.0;0.0;
563;R04326 [c];0.0;low;1.0;0.0;
564;carbamoyl-phosphate:N2-acetyl-L-ornithine carbamoyltransferase [c];0.0;high;0.0;0.0;1.2120369559081934
565;ATP:dGDP phosphotransferase [c];1.0;high;1.0;0.0;1.1253177243083452
566;isopentadecanoyl-phosphatidylserine decarboxylase [c];0.0;low;1.0;0.0;
567;RXN0-6975.c [c];0.0;moderate;0.0;0.0;0.4029379144930443
568;1D-myo-Inositol 4-phosphate phosphohydrolase [c];0.0;low;1.0;0.0;
569;(S)-hydroxydecanoyl-CoA:NAD+ oxidoreductase [c];0.0;high;0.0;0.0;1.3645114190594982
570;D-glucosamine-6-phosphate aminohydrolase (ketol isomerizing) [c];2.0;moderate;1.0;0.0;0.6760098812583472
571;(3R)-3-hydroxymyristoyl-[acyl-carrier protein]:UDP-3-O-[(3R)-3-hydroxymyristoyl]-alpha-D-glucosamine N-acetyltransferase [c];0.0;moderate;0.0;0.0;0.0505965002439225
572;meso-2,6-diaminoheptanedioate carboxy-lyase (L-lysine-forming) [c];0.0;moderate;0.0;0.0;0.3430152168581846
573;(S)-3-Hydroxyisobutyryl-CoA hydro-lyase [c];0.0;low;1.0;0.0;
574;(2R,3S)-3-methylmalate:NAD+ oxidoreductase [c];0.0;moderate;0.0;0.0;0.0280884879399533
575;ADP-ribose ribophosphohydrolase [c];0.0;low;1.0;0.0;
576;Octanoyl-CoA:acetyl-CoA C-acyltransferase [c];0.0;high;0.0;0.0;1.2417356207204766
577;15-methyl-3-oxo-hexa-decanoyl-ACP:NADP+ oxidoreductase [c];0.0;low;1.0;0.0;
578;L-leucine:NAD+ oxidoreductase (deaminating) [c];0.0;low;1.0;0.0;
579;2,5-dioxopentanoate:NADP+ 5-oxidoreductase [c];0.0;;;;
580;ATP:D-fructose 6-phosphotransferase [c];0.0;high;0.0;0.0;1.029864608882069
581;(S)-3-hydroxyacyl-CoA:NAD+ oxidoreductase [c];0.0;high;0.0;0.0;1.0011985901462528
582;ATP phosphohydrolase (molybdate-importing) [c];0.0;high;0.0;0.0;1.059632778583942
583;laurate-[acyl-carrier-protein] ligase [c];0.0;low;1.0;0.0;
584;Octanoyl-[acyl-carrier protein]:malonyl-CoA C-acyltransferase(decarboxylating, oxoacyl- and enoyl-reducing) [c];0.0;low;1.0;0.0;
585;RXN-3341.c [c];0.0;moderate;0.0;0.0;0.1185998262733575
586;D-mannose transport via PEP:Pyr PTS [c];0.0;low;1.0;0.0;
587;myristoyl-CoA hydrolase [c];0.0;moderate;0.0;0.0;0.0561541555000128
588;Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C12:0) (periplasm) [c];0.0;low;1.0;0.0;
589;3-hydroxy-3-(4-methylpent-3-en-1-yl)glutaryl-CoA acetate-lyase (7-methyl-3-oxooct-6-enoyl-CoA-forming) [c];0.0;moderate;0.0;0.0;0.0961581284912735
590;S-Adenosyl-L-methionine:8-amino-7-oxononanoate aminotransferase [c];0.0;moderate;0.0;0.0;0.8270818008676171
591;5-Phospho-D-ribosylamine:glycine ligase (ADP-forming) [c];0.0;low;1.0;0.0;
592;glycine oxidase [c];0.0;low;1.0;0.0;
593;(2S,3S)-3-Hydroxy-2-methylbutanoyl-CoA hydro-liase [c];0.0;low;1.0;0.0;
594;1-octadec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C18:1) [c];0.0;low;1.0;0.0;
595;L-Glutamine amidohydrolase [c];1.0;high;1.0;0.0;1.0088962889803683
596;ATP:deoxyadenosine 5'-phosphotransferase [c];0.0;low;1.0;0.0;
597;N-(5-Phospho-beta-D-ribosyl)anthranilate ketol-isomerase [c];0.0;moderate;0.0;0.0;0.7325891242795615
598;11-methyl-trans-dodec-2-enoyl-ACP:NAD+ oxidoreductase (A-specific) [c];0.0;low;1.0;0.0;
599;ethanol:NAD+ oxidoreductase [c];0.0;low;1.0;0.0;
600;Methylmalonyl-CoA epimerase [c];0.0;moderate;0.0;0.0;0.6314846561353517
601;isopentadecanoyl-cardiolipin synthase [c];0.0;;;;
602;O-phospho-L-serine phosphohydrolase [c];1.0;low;0.0;0.0;
603;isoheptadecanoyl-Diacylglycerol kinase [c];0.0;moderate;0.0;0.0;0.1463420475613635
604;isotetradecanoyl-glycerol-3-phosphate O-acyltransferase [c];0.0;low;1.0;0.0;
605;anteisoheptadecanoyl-phosphatidate cytidylyltransferase [c];0.0;low;1.0;0.0;
606;gamma-glutamyltranspeptidase family protein [c];0.0;moderate;0.0;0.0;0.5925016958464195
607;ditrans,tricis-hexaprenyl-diphosphate:isopentenyl-diphosphate hexaprenylcistransferase [c];0.0;low;1.0;0.0;
608;3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C18:0) [c];0.0;moderate;0.0;0.0;0.1172338659109856
609;4-fumarylacetoacetate fumarylhydrolase [c];-3.0;moderate;0.0;1.0;0.0248866323580615
610;N2-Acetyl-L-ornithine amidohydrolase [c];35.636364;high;1.0;0.0;1.2268237198425267
611;myristoyl-CoA:acetylCoA C-myristoyltransferase [c];0.0;high;0.0;0.0;1.2417356207204766
612;S-adenosyl-L-methionine:uroporphyrinogen-III C-methyltransferase [c];0.0;high;0.0;0.0;1.1125117549550685
613;myristoyl-glycerol-3-phosphate O-acyltransferase [c];0.0;low;1.0;0.0;
614;6,7-Dimethyl-8-(1-D-ribityl)lumazine:6,7-dimethyl-8-(1-D-ribityl)lumazine 2,3-butanediyltransferase [c];0.0;high;0.0;0.0;1.0384643632525783
615;2'-Deoxyadenosine 5'-diphosphate:oxidized-thioredoxin 2'-oxidoreductase [c];0.0;moderate;0.0;0.0;0.2621914746903948
616;Phosphatidylserine decarboxylase (n-C16:0) [c];0.0;low;1.0;0.0;
617;alanine racemase [c];0.0;high;0.0;0.0;1.0197075306810657
618;10-methyl-3-hydroxy-dodecanoyl-ACP hydro-lyase [c];0.0;moderate;0.0;0.0;0.1172338659109856
619;"chorismate pyruvate-lyase (amino-accepting; anthranilate-forming) [c]";0.0;low;1.0;0.0;
620;L-Glutamate:NADP+ oxidoreductase (deaminating) [c];-6.0;moderate;0.0;1.0;0.5588114771975896
621;ATP:sulfate adenylyltransferase [c];1.0;high;1.0;0.0;1.0724717614510946
622;5-Methylcytosine aminohydrolase [c];0.0;high;0.0;0.0;1.0069602280805614
623;Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C18:1) [c];0.0;low;1.0;0.0;
624;(3R)-3-Hydroxybutanoyl-[acyl-carrier-protein] hydro-lyase [c];0.0;moderate;0.0;0.0;0.1172338659109856
625;ATP:nicotinamide-nucleotide adenylyltransferase [c];2.0;low;0.0;0.0;
626;3-methylbutanoyl-CoA:(acceptor) 2,3-oxidoreductase [c];0.0;low;1.0;0.0;
627;GTP:pyruvate 2-O-phosphotransferase [c];0.0;low;1.0;0.0;
628;glycerol-3-phosphate acyltransferase (C18:1) [c];0.0;low;1.0;0.0;
629;TRANS-RXNAVI-26732.ce.brachyexp.CPD-3609_CPD-3609 [c];0.0;low;1.0;0.0;
630;2,5-Diamino-6-hydroxy-4-(5-phosphoribosylamino)-pyrimidine 2-aminohydrolase [c];0.0;moderate;0.0;0.0;0.2610180660405382
631;(3R)-3-Hydroxybutanoyl-[acyl-carrier protein]:NADP+ oxidoreductase [c];0.0;low;1.0;0.0;
632;3-Oxooctodecanoyl-ACP:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating) [c];0.0;moderate;0.0;0.0;0.6920181288816155
633;acetoacetate transport via proton symport [c];-419.27273;moderate;0.0;1.0;0.4667979980472165
634;ATP:4-amino-2-methyl-5-phosphomethylpyrimidine phosphotransferase [c];0.0;;;;
635;isopentadecanoyl-lipoteichoic acid synthesis (n=24), linked, N-acetylglucosamine substituted [c];0.0;high;0.0;0.0;1.0579979408010238
636;Propionyladenylate:CoA propionyltransferase [c];0.0;low;1.0;0.0;
637;carbamoyl-phosphate:L-aspartate carbamoyltransferase [c];0.0;low;1.0;0.0;
638;P1,P4-bis(5'-uridyl)-tetraphosphate uridylohydrolase [c];0.0;moderate;0.0;0.0;0.8077514328868975
639;Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C16:0) (periplasm) [c];0.0;low;1.0;0.0;
640;Butyrate transport via proton symport, reversible [c];-1.0;moderate;0.0;1.0;0.4667979980472165
641;Arsenate transporter [c];0.0;high;0.0;0.0;1.0383300569582234
642;D-Glucitol:NAD+ 2-oxidoreductase [c];0.0;high;0.0;0.0;1.0086368161129526
643;Palmitate:CoA ligase (AMP-forming) [c];0.0;low;1.0;0.0;
644;(S)-Hydroxyoctanoyl-CoA hydro-lyase [c];0.0;low;1.0;0.0;
645;isohexadecanoyl-glycerol-3-phosphate O-acyltransferase [c];0.0;low;1.0;0.0;
646;L-Alanine:NAD+ oxidoreductase (deaminating) [c];0.0;low;1.0;0.0;
647;6-Phospho-D-glucono-1,5-lactone lactonohydrolase [c];0.0;low;1.0;0.0;
648;glutathione:hydrogen-peroxide oxidoreductase [c];1000.0;high;1.0;0.0;1.0566126502594884
649;UDP-3-O-[(3R)-3-hydroxymyristoyl]-N-acetylglucosamine amidohydrolase [c];0.0;low;1.0;0.0;
650;2-Isopropylmalate hydro-lyase [c];0.0;moderate;0.0;0.0;0.0990825085519729
651;dGTP:uridine 5'-phosphotransferase [c];0.0;low;1.0;0.0;
652;Acetoacetate:CoA ligase (AMP-forming) [c];0.0;low;1.0;0.0;
653;UTP:ammonia ligase (ADP-forming) [c];1.0;high;1.0;0.0;1.1457030620342332
654;sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase [c];1.0;moderate;1.0;0.0;0.5648497368076509
655;anteisopentadecanoyl-Diacylglycerol kinase [c];0.0;moderate;0.0;0.0;0.1463420475613635
656;3-methylbutanoyl-CoA:enzyme N6-(dihydrolipoyl)lysine S-(3-methylbutanoyl)transferase [c];0.0;low;1.0;0.0;
657;ATP:pantothenate 4'-phosphotransferase [c];0.0;moderate;0.0;0.0;0.8369864046210226
658;UDP-N-acetyl-D-glucosamine:N-acetyl-alpha-D-muramyl(oyl-L-Ala-gamma-D-Glu-L-Lys-D-Ala-D-Ala)-diphosphoundecaprenol 4-beta-N-acetylglucosaminlytransferase [c];0.0;;;;
659;(3R)-3-Hydroxytetradecanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase [c];0.0;low;1.0;0.0;
660;1D-myo-inositol-3-phosphate lyase (isomerizing) [c];0.0;high;0.0;0.0;1.3131768074582804
661;"GTP diphosphate-lyase (cyclizing; 3',5'-cyclic-GMP-forming) [c]";0.0;moderate;0.0;0.0;0.1922113365728478
662;hydrogen-carbonate:L-glutamine amido-ligase (ADP-forming, carbamate-phosphorylating) [c];0.0;high;0.0;0.0;1.0088962889803683
663;anhydrous-N-Acetylmuramyl-tripeptide amidase [c];0.0;low;1.0;0.0;
664;Phosphatidylglycerol synthase (n-C14:1) [c];0.0;low;1.0;0.0;
665;acetyl-CoA:[acyl-carrier-protein] S-acetyltransferase [c];0.0;low;1.0;0.0;
666;ATP:GTP 3'-diphosphotransferase [c];0.0;high;0.0;0.0;1.0185138705256989
667;(S)-malate hydro-lyase (fumarate-forming) [c];-9.0;;;;
668;L-methionine:thioredoxin-disulfide S-oxidoreductase [L-methionine (R)-S-oxide-forming] [c];0.0;moderate;0.0;0.0;0.3171704326118313
669;sn-Glycero-3-phosphoethanolamine glycerophosphohydrolase [c];0.0;low;1.0;0.0;
670;CTP:3-deoxy-D-manno-octulosonate cytidylyltransferase [c];0.0;low;1.0;0.0;
671;pyruvate:thiamin diphosphate acetaldehydetransferase (decarboxylating) [c];-871.18182;moderate;0.0;1.0;0.7638885827863641
672;R07599 [c];0.0;low;1.0;0.0;
673;2-amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine:4-aminobenzoate 2-amino-4-hydroxydihydropteridine-6-methenyltransferase [c];0.0;moderate;0.0;0.0;0.233094125260299
674;(R)-Methylmalonyl-CoA CoA-carbonylmutase [c];0.0;moderate;0.0;0.0;0.2979440304459099
675;"O-phospho-L-homoserine phosphate-lyase (adding water;L-threonine-forming) [c]";0.0;moderate;0.0;0.0;0.5060745031603534
676;Copper-transporting ATPase [c];0.0;low;1.0;0.0;
677;N-(5-Phospho-D-ribosyl)anthranilate:pyrophosphate phosphoribosyl-transferase [c];0.0;low;1.0;0.0;
678;R04594 [c];0.0;low;1.0;0.0;
679;R07396 [c];0.0;moderate;0.0;0.0;0.0819116231427657
680;"ATP diphosphate-lyase (cyclizing; 3',5'-cyclic-AMP-forming) [c]";0.0;low;1.0;0.0;
681;ATP:cytidine 5'-phosphotransferase [c];0.0;low;1.0;0.0;
682;DLACTDEHYDROGFAD-RXN.c.metaexp.CPD-9956_UBIQUINONE-8 [c];1.0;high;1.0;0.0;1.349696089588361
683;4-Hydroxyphenylpyruvate:oxygen oxidoreductase (hydroxylating,decarboxylating) [c];3.0;moderate;1.0;0.0;0.2523277766240366
684;Glycine betaine transport via ABC system [c];1.0;high;1.0;0.0;1.2004691145508488
685;UDP-D-glucuronate carboxy-lyase (UDP-D-xylose-forming) [c];0.0;low;1.0;0.0;
686;Inorganic phosphate transporter [c];-1.0;high;0.0;1.0;1.1356342739874374
687;dihydronicotinamide adenine dinucleotide-coenzyme Q reductase [c];1.0;high;1.0;0.0;1.153283924447491
688;N-Ribosylnicotinamide:orthophosphate ribosyltransferase [c];0.0;moderate;0.0;0.0;0.9850810312058436
689;ATP:nicotinamide-nucleotide adenylyltransferase [c];0.0;low;1.0;0.0;
690;nicotinic acid mononucleotide pyrophosphorylase [c];1.0;moderate;1.0;0.0;0.0305602073600459
691;Decanoyl-CoA:acetyl-CoA C-acyltransferase [c];0.0;high;0.0;0.0;1.2417356207204766
692;O-Phospho-4-hydroxy-L-threonine phospho-lyase (adding water) [c];0.0;moderate;0.0;0.0;0.5060745031603534
693;L-homoserine:NADP+ oxidoreductase [c];9.0;moderate;1.0;0.0;0.8150208892567992
694;2-deoxy-D-ribose-5-phosphate acetaldehyde-lyase (D-glyceraldehyde-3-phosphate-forming) [c];0.0;low;1.0;0.0;
695;ATP:cobinamide Cobeta-adenosyltransferase [c];0.0;moderate;0.0;0.0;0.5336239398573442
696;UTP:cytidine 5'-phosphotransferase [c];0.0;low;1.0;0.0;
697;9-methyl-3-oxo-decanoyl-ACP:NADP+ oxidoreductase [c];0.0;low;1.0;0.0;
698;N6-(L-1,3-Dicarboxypropyl)-L-lysine:NAD+ oxidoreductase (L-lysine-forming) [c];0.0;high;0.0;0.0;1.2104327393307783
699;UDP-N-acetylmuramate:NADP+ oxidoreductase [c];0.0;moderate;0.0;0.0;0.0784067271618331
700;Coproporphyrinogen:oxygen oxidoreductase(decarboxylating) [c];0.0;low;1.0;0.0;
701;ZN2t4 [c];0.0;low;1.0;0.0;
702;Acetyl phosphate phosphohydrolase [c];0.0;low;1.0;0.0;
703;ATP:pantothenate 4'-phosphotransferase [c];0.0;moderate;0.0;0.0;0.8369864046210226
704;3-Methylcrotonoyl-CoA:carbon-dioxide ligase (ADP-forming) [c];0.0;low;1.0;0.0;
705;beta-D-Glucose:NADP+ 1-oxoreductase [c];-2.0;high;0.0;1.0;1.0566126502594884
706;Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C16:0) [c];0.0;low;1.0;0.0;
707;DNA synthesis;0.0;low;1.0;0.0;
708;Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C14:1) [c];0.0;low;1.0;0.0;
709;cis-4-Hydroxy-D-proline:oxygen oxidoreductase (deaminating) [c];0.0;high;0.0;0.0;1.1957634559623151
710;succinyl-CoA:acetoacetate CoA-transferase [c];-414.27273;moderate;0.0;1.0;0.7080632937215048
711;R02750 [c];0.0;low;1.0;0.0;
712;Phosphoribosyl-ATP pyrophosphohydrolase [c];0.0;low;1.0;0.0;
713;D-Ala-D-Ala dipeptidase [c];0.0;;;;
714;2-phospho-D-glycerate hydro-lyase (phosphoenolpyruvate-forming) [c];-5.0;moderate;0.0;1.0;0.2526814098380486
715;4,5-Dihydro-4-oxo-5-imidazolepropanoate hydro-lyase [c];0.0;moderate;0.0;0.0;0.0214073317276509
716;protoporphyrinogen-IX:oxygen oxidoreductase [c];0.0;moderate;0.0;0.0;0.5564185755261952
717;ATP:D-ribose-5-phosphate diphosphotransferase [c];4.0;low;0.0;0.0;
718;palmitoyl-cardiolipin synthase [c];0.0;;;;
719;sulfate-transporting ATPase [c];1.0;high;1.0;0.0;1.0299644488139432
720;Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C16:0) (periplasm) [c];0.0;low;1.0;0.0;
721;10-methyl-trans-dodec-2-enoyl-ACP:NAD+ oxidoreductase (A-specific) [c];0.0;low;1.0;0.0;
722;ATP phosphohydrolase (ferric-ion-transporting) [c];0.0;high;0.0;0.0;1.0581927227745644
723;NAD+ phosphohydrolase [c];2.0;high;1.0;0.0;1.196416124217698
724;ditrans,tetracis-heptaprenyl-diphosphate:isopentenyl-diphosphate heptaprenylcistransferase [c];0.0;low;1.0;0.0;
725;TRANS-RXNBWI-115525.ce.maizeexp.NA+_NA+ [c];2.0;moderate;1.0;0.0;0.4004647314386867
726;glycine:lipoylprotein oxidoreductase (decarboxylating and acceptor-aminomethylating) [c];116.81818;moderate;1.0;0.0;0.6874654692778501
727;isotetradecanoyl-phosphatidylserine decarboxylase [c];0.0;low;1.0;0.0;
728;Stearoyl-CoA hydrolase [c];0.0;moderate;0.0;0.0;0.0561541555000128
729;Acetate:CoA ligase (AMP-forming) [c];0.0;low;1.0;0.0;
730;Uridine:phosphate alpha-D-ribosyltransferase [c];-6.0;high;0.0;1.0;1.006478319868326
731;Glycine betaine transport via proton symport, reversible [c];-1.0;low;0.0;0.0;
732;ATP:thymidine 5'-phosphotransferase [c];0.0;moderate;0.0;0.0;0.0593556005632458
733;Nicotinate D-ribonucleoside:orthophosphate ribosyltransferase [c];0.0;moderate;0.0;0.0;0.9850810312058436
734;L-Aspartate:2-oxoglutarate aminotransferase [c];-6.0;high;0.0;1.0;1.276654515455569
735;Tetradecanoyl-CoA:(acceptor) 2,3-oxidoreductase [c];0.0;low;1.0;0.0;
736;arsenobetaine transport in via ABC system [c];0.0;high;0.0;0.0;1.2004691145508488
737;D-Xylonolactone lactonohydrolase [c];0.0;high;0.0;0.0;1.0934885038157915
738;Phosphoenolpyruvate:UDP-N-acetyl-D-glucosamine 1-carboxyvinyl-transferase [c];0.0;high;0.0;0.0;1.0133356126519348
739;L-methionine S-oxide transport via ABC system [c];1.0;high;1.0;0.0;1.155985643212354
740;R04293 [c];0.0;low;1.0;0.0;
741;FACOAL140(ISO) [c];0.0;low;1.0;0.0;
742;isotetradecanoyl-lipoteichoic acid synthesis (n=24), linked, glucose substituted [c];0.0;high;0.0;0.0;1.1015221062842442
743;Agmatine amidinohydrolase [c];0.0;moderate;0.0;0.0;0.9726074844561872
744;1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole AMP-lyase [c];0.0;moderate;0.0;0.0;0.1059945583309918
745;cellobiose glucohydrolase [c];0.0;high;0.0;0.0;1.1510428526676064
746;isopentadecanoyl-CDPdiacylglycerol-serine O-phosphatidyltransferase [c];0.0;low;1.0;0.0;
747;CTP:sn-glycerol-3-phosphate cytidylyltransferase [c];0.0;high;0.0;0.0;1.0617807880216847
748;geranylgeranyl-diphosphate:isopentenyl-diphosphate transtransferase [c];0.0;high;0.0;0.0;1.0722930193361673
749;Isocitrate:NADP+ oxidoreductase [c];1.0;moderate;1.0;0.0;0.7530851935698668
750;2-(Formamido)-N1-(5-phosphoribosyl)acetamidine cyclo-ligase (ADP-forming) [c];0.0;low;1.0;0.0;
751;Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C12:0) (periplasm) [c];0.0;low;1.0;0.0;
752;S-Aminomethyldihydrolipoylprotein:(6S)-tetrahydrofolate aminomethyltransferase (ammonia-forming) [c];0.0;low;1.0;0.0;
753;glutathione gamma-glutamylaminopeptidase [c];1.0;moderate;1.0;0.0;0.5925016958464195
754;10-Formyltetrahydrofolate:5'-phosphoribosyl-5-amino-4-imidazolecarboxamide formyltransferase [c];0.0;low;1.0;0.0;
755;6-phospho-D-gluconate:NADP+ 2-oxidoreductase (decarboxylating) [c];0.0;moderate;0.0;0.0;0.1185998262733575
756;trans-Octodec-2-enoyl-ACP hydro-lyase [c];0.0;moderate;0.0;0.0;0.1172338659109856
757;Lysophospholipase L2 (2-acylglycerophosphotidate, n-C14:0) [c];0.0;low;1.0;0.0;
758;(R)-3-Hydroxybutanoate:NAD+ oxidoreductase [c];0.0;low;1.0;0.0;
759;dATP:cytidine 5'-phosphotransferase [c];0.0;low;1.0;0.0;
760;adenosine 3',5'-bisphosphate,sulfite:oxidized-thioredoxin oxidoreductase (3'-phosphoadenosine-5'-phosphosulfate -forming) [c];1.0;high;1.0;0.0;1.1188071244522702
761;CDP-diacylglycerol synthetase (n-C18:1) [c];0.0;low;1.0;0.0;
762;O-acetyl-L-homoserine:hydrogen sulfide S-(3-amino-3-carboxypropyl)transferase [c];0.0;low;1.0;0.0;
763;Xanthosine 5'-phosphate phosphohydrolase [c];0.0;low;1.0;0.0;
764;ATP:dUMP phosphotransferase [c];0.0;low;1.0;0.0;
765;Formate:NAD+ oxidoreductase [c];0.0;low;1.0;0.0;
766;isoheptadecanoyl-CDPdiacylglycerol-serine O-phosphatidyltransferase [c];0.0;low;1.0;0.0;
767;beta-glucosidase (methyl-alpha-D-glucoside) [c];0.0;high;0.0;0.0;1.1510428526676064
768;UDP-N-acetyl-D-glucosamine:undecaprenyl-phosphate N-acetyl-D-glucosamine phosphotransferase [c];0.0;high;0.0;0.0;1.0579979408010238
769;Phosphatidylserine syntase (n-C18:1) [c];0.0;low;1.0;0.0;
770;UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-L-lysine:alanyl-D-alanine [c];0.0;moderate;0.0;0.0;0.3440921456452666
771;S-adenosyl-L-methionine:precorrin-1 C-methyltransferase [c];0.0;high;0.0;0.0;1.1125117549550685
772;(3R)-3-Hydroxybutanoyl-[acyl-carrier-protein] hydro-lyase [c];0.0;moderate;0.0;0.0;0.1172338659109856
773;Deoxycytidine aminohydrolase [c];0.0;low;1.0;0.0;
774;Acetyl-CoA:carbon-dioxide ligase (ADP-forming) [c];0.0;moderate;0.0;0.0;0.6339614504064585
775;CDP-diacylglycerol synthetase (n-C16:0) [c];0.0;low;1.0;0.0;
776;Phosphoenolpyruvate:3-phosphoshikimate 5-O-(1-carboxyvinyl)-transferase [c];3.0;low;0.0;0.0;
777;ATP:dTDP phosphotransferase [c];1.0;high;1.0;0.0;1.1253177243083452
778;4-amino-4-deoxychorismate pyruvate-lyase [c];0.0;high;0.0;0.0;1.0101961978281069
779;5-methyltetrahydrofolate:NAD+ oxidoreductase [c];-1.0;moderate;0.0;1.0;0.3566681491297549
780;R05146 [c];0.0;low;1.0;0.0;
781;D-Gluconate:(acceptor) 2-oxidoreductase [c];0.0;low;1.0;0.0;
782;cadminum transport out via antiport [c];0.0;low;1.0;0.0;
783;(S)-hydroxyhexanoyl-CoA:NAD+ oxidoreductase [c];0.0;high;0.0;0.0;1.3645114190594982
784;acetyl-CoA:propanoyl-CoA 2-C-acetyltransferase [c];0.0;high;0.0;0.0;1.2417356207204766
785;GTP:uridine 5'-phosphotransferase [c];0.0;low;1.0;0.0;
786;D-malate transport in via proton symport [c];0.0;low;1.0;0.0;
787;chorismate:L-glutamine aminotransferase [c];0.0;moderate;0.0;0.0;0.6286666954837807
788;fumarate reductase complex (i.e. FRD, involved in anaerobic respiration, repressed in aerobic respiration) [c];1.0;high;1.0;0.0;1.0026091584958114
789;Palmitoyl-CoA hydrolase [c];0.0;moderate;0.0;0.0;0.0561541555000128
790;L-Valine:2-oxoglutarate aminotransferase [c];0.0;moderate;0.0;0.0;0.1164336739075209
791;2-Phosphoglycolate phosphohydrolase [c];0.0;low;1.0;0.0;
792;chitobiose N-acetylglucosaminohydrolase [c];0.0;moderate;0.0;0.0;0.829844827434557
793;Cytidine:orthophosphate alpha-D-ribosyltransferase [c];2.0;high;1.0;0.0;1.006478319868326
794;3-Dehydroquinate hydro-lyase [c];3.0;high;1.0;0.0;1.0248179731052538
795;9-methyl-trans-dec-2-enoyl-ACP:NAD+ oxidoreductase (A-specific) [c];0.0;low;1.0;0.0;
796;R05613 [c];0.0;high;0.0;0.0;1.0722930193361673
797;glutathione:NADP+ oxidoreductase [c];-1000.0;high;0.0;1.0;1.070048418452158
798;L-phenylalanine,tetrahydrobiopterin:oxygen oxidoreductase(4-hydroxylating) [c];0.0;;;;
799;Glycerophosphodiester phosphodiesterase (Glycerophosphoserine) [c];0.0;low;1.0;0.0;
